## Big5-HKSCS:1999 vs Unicode mapping table
## 
## Date: 24 Feb 2002 22:13:00 +0900
## License: Public Domain.
## 
## Big5	Unicode	UnicodeAlternate	UnicodeName
0xC9FB	U+6C4F		# <cjk>
0xC9FC	U+6C4A		# <cjk>
0xC9FD	U+6C54		# <cjk>
0xC9FE	U+6C4B		# <cjk>
0xCA40	U+6C4C		# <cjk>
0xCA41	U+7071		# <cjk>
0xCA42	U+725E		# <cjk>
0xCA43	U+72B4		# <cjk>
0xCA44	U+72B5		# <cjk>
0xCA45	U+738E		# <cjk>
0xCA46	U+752A		# <cjk>
0xCA47	U+767F		# <cjk>
0xCA48	U+7A75		# <cjk>
0xCA49	U+7F51		# <cjk>
0xCA4A	U+8278		# <cjk>
0xCA4B	U+827C		# <cjk>
0xCA4C	U+8280		# <cjk>
0xCA4D	U+827D		# <cjk>
0xCA4E	U+827F		# <cjk>
0xCA4F	U+864D		# <cjk>
0xCA50	U+897E		# <cjk>
0xCA51	U+9099		# <cjk>
0xCA52	U+9097		# <cjk>
0xCA53	U+9098		# <cjk>
0xCA54	U+909B		# <cjk>
0xCA55	U+9094		# <cjk>
0xCA56	U+9622		# <cjk>
0xCA57	U+9624		# <cjk>
0xCA58	U+9620		# <cjk>
0xCA59	U+9623		# <cjk>
0xCA5A	U+4F56		# <cjk>
0xCA5B	U+4F3B		# <cjk>
0xCA5C	U+4F62		# <cjk>
0xCA5D	U+4F49		# <cjk>
0xCA5E	U+4F53		# <cjk>
0xCA5F	U+4F64		# <cjk>
0xCA60	U+4F3E		# <cjk>
0xCA61	U+4F67		# <cjk>
0xCA62	U+4F52		# <cjk>
0xCA63	U+4F5F		# <cjk>
0xCA64	U+4F41		# <cjk>
0xCA65	U+4F58		# <cjk>
0xCA66	U+4F2D		# <cjk>
0xCA67	U+4F33		# <cjk>
0xCA68	U+4F3F		# <cjk>
0xCA69	U+4F61		# <cjk>
0xCA6A	U+518F		# <cjk>
0xCA6B	U+51B9		# <cjk>
0xCA6C	U+521C		# <cjk>
0xCA6D	U+521E		# <cjk>
0xCA6E	U+5221		# <cjk>
0xCA6F	U+52AD		# <cjk>
0xCA70	U+52AE		# <cjk>
0xCA71	U+5309		# <cjk>
0xCA72	U+5363		# <cjk>
0xCA73	U+5372		# <cjk>
0xCA74	U+538E		# <cjk>
0xCA75	U+538F		# <cjk>
0xCA76	U+5430		# <cjk>
0xCA77	U+5437		# <cjk>
0xCA78	U+542A		# <cjk>
0xCA79	U+5454		# <cjk>
0xCA7A	U+5445		# <cjk>
0xCA7B	U+5419		# <cjk>
0xCA7C	U+541C		# <cjk>
0xCA7D	U+5425		# <cjk>
0xCA7E	U+5418		# <cjk>
0xCAA1	U+543D		# <cjk>
0xCAA2	U+544F		# <cjk>
0xCAA3	U+5441		# <cjk>
0xCAA4	U+5428		# <cjk>
0xCAA5	U+5424		# <cjk>
0xCAA6	U+5447		# <cjk>
0xCAA7	U+56EE		# <cjk>
0xCAA8	U+56E7		# <cjk>
0xCAA9	U+56E5		# <cjk>
0xCAAA	U+5741		# <cjk>
0xCAAB	U+5745		# <cjk>
0xCAAC	U+574C		# <cjk>
0xCAAD	U+5749		# <cjk>
0xCAAE	U+574B		# <cjk>
0xCAAF	U+5752		# <cjk>
0xCAB0	U+5906		# <cjk>
0xCAB1	U+5940		# <cjk>
0xCAB2	U+59A6		# <cjk>
0xCAB3	U+5998		# <cjk>
0xCAB4	U+59A0		# <cjk>
0xCAB5	U+5997		# <cjk>
0xCAB6	U+598E		# <cjk>
0xCAB7	U+59A2		# <cjk>
0xCAB8	U+5990		# <cjk>
0xCAB9	U+598F		# <cjk>
0xCABA	U+59A7		# <cjk>
0xCABB	U+59A1		# <cjk>
0xCABC	U+5B8E		# <cjk>
0xCABD	U+5B92		# <cjk>
0xCABE	U+5C28		# <cjk>
0xCABF	U+5C2A		# <cjk>
0xCAC0	U+5C8D		# <cjk>
0xCAC1	U+5C8F		# <cjk>
0xCAC2	U+5C88		# <cjk>
0xCAC3	U+5C8B		# <cjk>
0xCAC4	U+5C89		# <cjk>
0xCAC5	U+5C92		# <cjk>
0xCAC6	U+5C8A		# <cjk>
0xCAC7	U+5C86		# <cjk>
0xCAC8	U+5C93		# <cjk>
0xCAC9	U+5C95		# <cjk>
0xCACA	U+5DE0		# <cjk>
0xCACB	U+5E0A		# <cjk>
0xCACC	U+5E0E		# <cjk>
0xCACD	U+5E8B		# <cjk>
0xCACE	U+5E89		# <cjk>
0xCACF	U+5E8C		# <cjk>
0xCAD0	U+5E88		# <cjk>
0xCAD1	U+5E8D		# <cjk>
0xCAD2	U+5F05		# <cjk>
0xCAD3	U+5F1D		# <cjk>
0xCAD4	U+5F78		# <cjk>
0xCAD5	U+5F76		# <cjk>
0xCAD6	U+5FD2		# <cjk>
0xCAD7	U+5FD1		# <cjk>
0xCAD8	U+5FD0		# <cjk>
0xCAD9	U+5FED		# <cjk>
0xCADA	U+5FE8		# <cjk>
0xCADB	U+5FEE		# <cjk>
0xCADC	U+5FF3		# <cjk>
0xCADD	U+5FE1		# <cjk>
0xCADE	U+5FE4		# <cjk>
0xCADF	U+5FE3		# <cjk>
0xCAE0	U+5FFA		# <cjk>
0xCAE1	U+5FEF		# <cjk>
0xCAE2	U+5FF7		# <cjk>
0xCAE3	U+5FFB		# <cjk>
0xCAE4	U+6000		# <cjk>
0xCAE5	U+5FF4		# <cjk>
0xCAE6	U+623A		# <cjk>
0xCAE7	U+6283		# <cjk>
0xCAE8	U+628C		# <cjk>
0xCAE9	U+628E		# <cjk>
0xCAEA	U+628F		# <cjk>
0xCAEB	U+6294		# <cjk>
0xCAEC	U+6287		# <cjk>
0xCAED	U+6271		# <cjk>
0xCAEE	U+627B		# <cjk>
0xCAEF	U+627A		# <cjk>
0xCAF0	U+6270		# <cjk>
0xCAF1	U+6281		# <cjk>
0xCAF2	U+6288		# <cjk>
0xCAF3	U+6277		# <cjk>
0xCAF4	U+627D		# <cjk>
0xCAF5	U+6272		# <cjk>
0xCAF6	U+6274		# <cjk>
0xCAF7	U+6537		# <cjk>
0xCAF8	U+65F0		# <cjk>
0xCAF9	U+65F4		# <cjk>
0xCAFA	U+65F3		# <cjk>
0xCAFB	U+65F2		# <cjk>
0xCAFC	U+65F5		# <cjk>
0xCAFD	U+6745		# <cjk>
0xCAFE	U+6747		# <cjk>
0xCB40	U+6759		# <cjk>
0xCB41	U+6755		# <cjk>
0xCB42	U+674C		# <cjk>
0xCB43	U+6748		# <cjk>
0xCB44	U+675D		# <cjk>
0xCB45	U+674D		# <cjk>
0xCB46	U+675A		# <cjk>
0xCB47	U+674B		# <cjk>
0xCB48	U+6BD0		# <cjk>
0xCB49	U+6C19		# <cjk>
0xCB4A	U+6C1A		# <cjk>
0xCB4B	U+6C78		# <cjk>
0xCB4C	U+6C67		# <cjk>
0xCB4D	U+6C6B		# <cjk>
0xCB4E	U+6C84		# <cjk>
0xCB4F	U+6C8B		# <cjk>
0xCB50	U+6C8F		# <cjk>
0xCB51	U+6C71		# <cjk>
0xCB52	U+6C6F		# <cjk>
0xCB53	U+6C69		# <cjk>
0xCB54	U+6C9A		# <cjk>
0xCB55	U+6C6D		# <cjk>
0xCB56	U+6C87		# <cjk>
0xCB57	U+6C95		# <cjk>
0xCB58	U+6C9C		# <cjk>
0xCB59	U+6C66		# <cjk>
0xCB5A	U+6C73		# <cjk>
0xCB5B	U+6C65		# <cjk>
0xCB5C	U+6C7B		# <cjk>
0xCB5D	U+6C8E		# <cjk>
0xCB5E	U+7074		# <cjk>
0xCB5F	U+707A		# <cjk>
0xCB60	U+7263		# <cjk>
0xCB61	U+72BF		# <cjk>
0xCB62	U+72BD		# <cjk>
0xCB63	U+72C3		# <cjk>
0xCB64	U+72C6		# <cjk>
0xCB65	U+72C1		# <cjk>
0xCB66	U+72BA		# <cjk>
0xCB67	U+72C5		# <cjk>
0xCB68	U+7395		# <cjk>
0xCB69	U+7397		# <cjk>
0xCB6A	U+7393		# <cjk>
0xCB6B	U+7394		# <cjk>
0xCB6C	U+7392		# <cjk>
0xCB6D	U+753A		# <cjk>
0xCB6E	U+7539		# <cjk>
0xCB6F	U+7594		# <cjk>
0xCB70	U+7595		# <cjk>
0xCB71	U+7681		# <cjk>
0xCB72	U+793D		# <cjk>
0xCB73	U+8034		# <cjk>
0xCB74	U+8095		# <cjk>
0xCB75	U+8099		# <cjk>
0xCB76	U+8090		# <cjk>
0xCB77	U+8092		# <cjk>
0xCB78	U+809C		# <cjk>
0xCB79	U+8290		# <cjk>
0xCB7A	U+828F		# <cjk>
0xCB7B	U+8285		# <cjk>
0xCB7C	U+828E		# <cjk>
0xCB7D	U+8291		# <cjk>
0xCB7E	U+8293		# <cjk>
0xCBA1	U+828A		# <cjk>
0xCBA2	U+8283		# <cjk>
0xCBA3	U+8284		# <cjk>
0xCBA4	U+8C78		# <cjk>
0xCBA5	U+8FC9		# <cjk>
0xCBA6	U+8FBF		# <cjk>
0xCBA7	U+909F		# <cjk>
0xCBA8	U+90A1		# <cjk>
0xCBA9	U+90A5		# <cjk>
0xCBAA	U+909E		# <cjk>
0xCBAB	U+90A7		# <cjk>
0xCBAC	U+90A0		# <cjk>
0xCBAD	U+9630		# <cjk>
0xCBAE	U+9628		# <cjk>
0xCBAF	U+962F		# <cjk>
0xCBB0	U+962D		# <cjk>
0xCBB1	U+4E33		# <cjk>
0xCBB2	U+4F98		# <cjk>
0xCBB3	U+4F7C		# <cjk>
0xCBB4	U+4F85		# <cjk>
0xCBB5	U+4F7D		# <cjk>
0xCBB6	U+4F80		# <cjk>
0xCBB7	U+4F87		# <cjk>
0xCBB8	U+4F76		# <cjk>
0xCBB9	U+4F74		# <cjk>
0xCBBA	U+4F89		# <cjk>
0xCBBB	U+4F84		# <cjk>
0xCBBC	U+4F77		# <cjk>
0xCBBD	U+4F4C		# <cjk>
0xCBBE	U+4F97		# <cjk>
0xCBBF	U+4F6A		# <cjk>
0xCBC0	U+4F9A		# <cjk>
0xCBC1	U+4F79		# <cjk>
0xCBC2	U+4F81		# <cjk>
0xCBC3	U+4F78		# <cjk>
0xCBC4	U+4F90		# <cjk>
0xCBC5	U+4F9C		# <cjk>
0xCBC6	U+4F94		# <cjk>
0xCBC7	U+4F9E		# <cjk>
0xCBC8	U+4F92		# <cjk>
0xCBC9	U+4F82		# <cjk>
0xCBCA	U+4F95		# <cjk>
0xCBCB	U+4F6B		# <cjk>
0xCBCC	U+4F6E		# <cjk>
0xCBCD	U+519E		# <cjk>
0xCBCE	U+51BC		# <cjk>
0xCBCF	U+51BE		# <cjk>
0xCBD0	U+5235		# <cjk>
0xCBD1	U+5232		# <cjk>
0xCBD2	U+5233		# <cjk>
0xCBD3	U+5246		# <cjk>
0xCBD4	U+5231		# <cjk>
0xCBD5	U+52BC		# <cjk>
0xCBD6	U+530A		# <cjk>
0xCBD7	U+530B		# <cjk>
0xCBD8	U+533C		# <cjk>
0xCBD9	U+5392		# <cjk>
0xCBDA	U+5394		# <cjk>
0xCBDB	U+5487		# <cjk>
0xCBDC	U+547F		# <cjk>
0xCBDD	U+5481		# <cjk>
0xCBDE	U+5491		# <cjk>
0xCBDF	U+5482		# <cjk>
0xCBE0	U+5488		# <cjk>
0xCBE1	U+546B		# <cjk>
0xCBE2	U+547A		# <cjk>
0xCBE3	U+547E		# <cjk>
0xCBE4	U+5465		# <cjk>
0xCBE5	U+546C		# <cjk>
0xCBE6	U+5474		# <cjk>
0xCBE7	U+5466		# <cjk>
0xCBE8	U+548D		# <cjk>
0xCBE9	U+546F		# <cjk>
0xCBEA	U+5461		# <cjk>
0xCBEB	U+5460		# <cjk>
0xCBEC	U+5498		# <cjk>
0xCBED	U+5463		# <cjk>
0xCBEE	U+5467		# <cjk>
0xCBEF	U+5464		# <cjk>
0xCBF0	U+56F7		# <cjk>
0xCBF1	U+56F9		# <cjk>
0xCBF2	U+576F		# <cjk>
0xCBF3	U+5772		# <cjk>
0xCBF4	U+576D		# <cjk>
0xCBF5	U+576B		# <cjk>
0xCBF6	U+5771		# <cjk>
0xCBF7	U+5770		# <cjk>
0xCBF8	U+5776		# <cjk>
0xCBF9	U+5780		# <cjk>
0xCBFA	U+5775		# <cjk>
0xCBFB	U+577B		# <cjk>
0xCBFC	U+5773		# <cjk>
0xCBFD	U+5774		# <cjk>
0xCBFE	U+5762		# <cjk>
0xCC40	U+5768		# <cjk>
0xCC41	U+577D		# <cjk>
0xCC42	U+590C		# <cjk>
0xCC43	U+5945		# <cjk>
0xCC44	U+59B5		# <cjk>
0xCC45	U+59BA		# <cjk>
0xCC46	U+59CF		# <cjk>
0xCC47	U+59CE		# <cjk>
0xCC48	U+59B2		# <cjk>
0xCC49	U+59CC		# <cjk>
0xCC4A	U+59C1		# <cjk>
0xCC4B	U+59B6		# <cjk>
0xCC4C	U+59BC		# <cjk>
0xCC4D	U+59C3		# <cjk>
0xCC4E	U+59D6		# <cjk>
0xCC4F	U+59B1		# <cjk>
0xCC50	U+59BD		# <cjk>
0xCC51	U+59C0		# <cjk>
0xCC52	U+59C8		# <cjk>
0xCC53	U+59B4		# <cjk>
0xCC54	U+59C7		# <cjk>
0xCC55	U+5B62		# <cjk>
0xCC56	U+5B65		# <cjk>
0xCC57	U+5B93		# <cjk>
0xCC58	U+5B95		# <cjk>
0xCC59	U+5C44		# <cjk>
0xCC5A	U+5C47		# <cjk>
0xCC5B	U+5CAE		# <cjk>
0xCC5C	U+5CA4		# <cjk>
0xCC5D	U+5CA0		# <cjk>
0xCC5E	U+5CB5		# <cjk>
0xCC5F	U+5CAF		# <cjk>
0xCC60	U+5CA8		# <cjk>
0xCC61	U+5CAC		# <cjk>
0xCC62	U+5C9F		# <cjk>
0xCC63	U+5CA3		# <cjk>
0xCC64	U+5CAD		# <cjk>
0xCC65	U+5CA2		# <cjk>
0xCC66	U+5CAA		# <cjk>
0xCC67	U+5CA7		# <cjk>
0xCC68	U+5C9D		# <cjk>
0xCC69	U+5CA5		# <cjk>
0xCC6A	U+5CB6		# <cjk>
0xCC6B	U+5CB0		# <cjk>
0xCC6C	U+5CA6		# <cjk>
0xCC6D	U+5E17		# <cjk>
0xCC6E	U+5E14		# <cjk>
0xCC6F	U+5E19		# <cjk>
0xCC70	U+5F28		# <cjk>
0xCC71	U+5F22		# <cjk>
0xCC72	U+5F23		# <cjk>
0xCC73	U+5F24		# <cjk>
0xCC74	U+5F54		# <cjk>
0xCC75	U+5F82		# <cjk>
0xCC76	U+5F7E		# <cjk>
0xCC77	U+5F7D		# <cjk>
0xCC78	U+5FDE		# <cjk>
0xCC79	U+5FE5		# <cjk>
0xCC7A	U+602D		# <cjk>
0xCC7B	U+6026		# <cjk>
0xCC7C	U+6019		# <cjk>
0xCC7D	U+6032		# <cjk>
0xCC7E	U+600B		# <cjk>
0xCCA1	U+6034		# <cjk>
0xCCA2	U+600A		# <cjk>
0xCCA3	U+6017		# <cjk>
0xCCA4	U+6033		# <cjk>
0xCCA5	U+601A		# <cjk>
0xCCA6	U+601E		# <cjk>
0xCCA7	U+602C		# <cjk>
0xCCA8	U+6022		# <cjk>
0xCCA9	U+600D		# <cjk>
0xCCAA	U+6010		# <cjk>
0xCCAB	U+602E		# <cjk>
0xCCAC	U+6013		# <cjk>
0xCCAD	U+6011		# <cjk>
0xCCAE	U+600C		# <cjk>
0xCCAF	U+6009		# <cjk>
0xCCB0	U+601C		# <cjk>
0xCCB1	U+6214		# <cjk>
0xCCB2	U+623D		# <cjk>
0xCCB3	U+62AD		# <cjk>
0xCCB4	U+62B4		# <cjk>
0xCCB5	U+62D1		# <cjk>
0xCCB6	U+62BE		# <cjk>
0xCCB7	U+62AA		# <cjk>
0xCCB8	U+62B6		# <cjk>
0xCCB9	U+62CA		# <cjk>
0xCCBA	U+62AE		# <cjk>
0xCCBB	U+62B3		# <cjk>
0xCCBC	U+62AF		# <cjk>
0xCCBD	U+62BB		# <cjk>
0xCCBE	U+62A9		# <cjk>
0xCCBF	U+62B0		# <cjk>
0xCCC0	U+62B8		# <cjk>
0xCCC1	U+653D		# <cjk>
0xCCC2	U+65A8		# <cjk>
0xCCC3	U+65BB		# <cjk>
0xCCC4	U+6609		# <cjk>
0xCCC5	U+65FC		# <cjk>
0xCCC6	U+6604		# <cjk>
0xCCC7	U+6612		# <cjk>
0xCCC8	U+6608		# <cjk>
0xCCC9	U+65FB		# <cjk>
0xCCCA	U+6603		# <cjk>
0xCCCB	U+660B		# <cjk>
0xCCCC	U+660D		# <cjk>
0xCCCD	U+6605		# <cjk>
0xCCCE	U+65FD		# <cjk>
0xCCCF	U+6611		# <cjk>
0xCCD0	U+6610		# <cjk>
0xCCD1	U+66F6		# <cjk>
0xCCD2	U+670A		# <cjk>
0xCCD3	U+6785		# <cjk>
0xCCD4	U+676C		# <cjk>
0xCCD5	U+678E		# <cjk>
0xCCD6	U+6792		# <cjk>
0xCCD7	U+6776		# <cjk>
0xCCD8	U+677B		# <cjk>
0xCCD9	U+6798		# <cjk>
0xCCDA	U+6786		# <cjk>
0xCCDB	U+6784		# <cjk>
0xCCDC	U+6774		# <cjk>
0xCCDD	U+678D		# <cjk>
0xCCDE	U+678C		# <cjk>
0xCCDF	U+677A		# <cjk>
0xCCE0	U+679F		# <cjk>
0xCCE1	U+6791		# <cjk>
0xCCE2	U+6799		# <cjk>
0xCCE3	U+6783		# <cjk>
0xCCE4	U+677D		# <cjk>
0xCCE5	U+6781		# <cjk>
0xCCE6	U+6778		# <cjk>
0xCCE7	U+6779		# <cjk>
0xCCE8	U+6794		# <cjk>
0xCCE9	U+6B25		# <cjk>
0xCCEA	U+6B80		# <cjk>
0xCCEB	U+6B7E		# <cjk>
0xCCEC	U+6BDE		# <cjk>
0xCCED	U+6C1D		# <cjk>
0xCCEE	U+6C93		# <cjk>
0xCCEF	U+6CEC		# <cjk>
0xCCF0	U+6CEB		# <cjk>
0xCCF1	U+6CEE		# <cjk>
0xCCF2	U+6CD9		# <cjk>
0xCCF3	U+6CB6		# <cjk>
0xCCF4	U+6CD4		# <cjk>
0xCCF5	U+6CAD		# <cjk>
0xCCF6	U+6CE7		# <cjk>
0xCCF7	U+6CB7		# <cjk>
0xCCF8	U+6CD0		# <cjk>
0xCCF9	U+6CC2		# <cjk>
0xCCFA	U+6CBA		# <cjk>
0xCCFB	U+6CC3		# <cjk>
0xCCFC	U+6CC6		# <cjk>
0xCCFD	U+6CED		# <cjk>
0xCCFE	U+6CF2		# <cjk>
0xCD40	U+6CD2		# <cjk>
0xCD41	U+6CDD		# <cjk>
0xCD42	U+6CB4		# <cjk>
0xCD43	U+6C8A		# <cjk>
0xCD44	U+6C9D		# <cjk>
0xCD45	U+6C80		# <cjk>
0xCD46	U+6CDE		# <cjk>
0xCD47	U+6CC0		# <cjk>
0xCD48	U+6D30		# <cjk>
0xCD49	U+6CCD		# <cjk>
0xCD4A	U+6CC7		# <cjk>
0xCD4B	U+6CB0		# <cjk>
0xCD4C	U+6CF9		# <cjk>
0xCD4D	U+6CCF		# <cjk>
0xCD4E	U+6CE9		# <cjk>
0xCD4F	U+6CD1		# <cjk>
0xCD50	U+7094		# <cjk>
0xCD51	U+7098		# <cjk>
0xCD52	U+7085		# <cjk>
0xCD53	U+7093		# <cjk>
0xCD54	U+7086		# <cjk>
0xCD55	U+7084		# <cjk>
0xCD56	U+7091		# <cjk>
0xCD57	U+7096		# <cjk>
0xCD58	U+7082		# <cjk>
0xCD59	U+709A		# <cjk>
0xCD5A	U+7083		# <cjk>
0xCD5B	U+726A		# <cjk>
0xCD5C	U+72D6		# <cjk>
0xCD5D	U+72CB		# <cjk>
0xCD5E	U+72D8		# <cjk>
0xCD5F	U+72C9		# <cjk>
0xCD60	U+72DC		# <cjk>
0xCD61	U+72D2		# <cjk>
0xCD62	U+72D4		# <cjk>
0xCD63	U+72DA		# <cjk>
0xCD64	U+72CC		# <cjk>
0xCD65	U+72D1		# <cjk>
0xCD66	U+73A4		# <cjk>
0xCD67	U+73A1		# <cjk>
0xCD68	U+73AD		# <cjk>
0xCD69	U+73A6		# <cjk>
0xCD6A	U+73A2		# <cjk>
0xCD6B	U+73A0		# <cjk>
0xCD6C	U+73AC		# <cjk>
0xCD6D	U+739D		# <cjk>
0xCD6E	U+74DD		# <cjk>
0xCD6F	U+74E8		# <cjk>
0xCD70	U+753F		# <cjk>
0xCD71	U+7540		# <cjk>
0xCD72	U+753E		# <cjk>
0xCD73	U+758C		# <cjk>
0xCD74	U+7598		# <cjk>
0xCD75	U+76AF		# <cjk>
0xCD76	U+76F3		# <cjk>
0xCD77	U+76F1		# <cjk>
0xCD78	U+76F0		# <cjk>
0xCD79	U+76F5		# <cjk>
0xCD7A	U+77F8		# <cjk>
0xCD7B	U+77FC		# <cjk>
0xCD7C	U+77F9		# <cjk>
0xCD7D	U+77FB		# <cjk>
0xCD7E	U+77FA		# <cjk>
0xCDA1	U+77F7		# <cjk>
0xCDA2	U+7942		# <cjk>
0xCDA3	U+793F		# <cjk>
0xCDA4	U+79C5		# <cjk>
0xCDA5	U+7A78		# <cjk>
0xCDA6	U+7A7B		# <cjk>
0xCDA7	U+7AFB		# <cjk>
0xCDA8	U+7C75		# <cjk>
0xCDA9	U+7CFD		# <cjk>
0xCDAA	U+8035		# <cjk>
0xCDAB	U+808F		# <cjk>
0xCDAC	U+80AE		# <cjk>
0xCDAD	U+80A3		# <cjk>
0xCDAE	U+80B8		# <cjk>
0xCDAF	U+80B5		# <cjk>
0xCDB0	U+80AD		# <cjk>
0xCDB1	U+8220		# <cjk>
0xCDB2	U+82A0		# <cjk>
0xCDB3	U+82C0		# <cjk>
0xCDB4	U+82AB		# <cjk>
0xCDB5	U+829A		# <cjk>
0xCDB6	U+8298		# <cjk>
0xCDB7	U+829B		# <cjk>
0xCDB8	U+82B5		# <cjk>
0xCDB9	U+82A7		# <cjk>
0xCDBA	U+82AE		# <cjk>
0xCDBB	U+82BC		# <cjk>
0xCDBC	U+829E		# <cjk>
0xCDBD	U+82BA		# <cjk>
0xCDBE	U+82B4		# <cjk>
0xCDBF	U+82A8		# <cjk>
0xCDC0	U+82A1		# <cjk>
0xCDC1	U+82A9		# <cjk>
0xCDC2	U+82C2		# <cjk>
0xCDC3	U+82A4		# <cjk>
0xCDC4	U+82C3		# <cjk>
0xCDC5	U+82B6		# <cjk>
0xCDC6	U+82A2		# <cjk>
0xCDC7	U+8670		# <cjk>
0xCDC8	U+866F		# <cjk>
0xCDC9	U+866D		# <cjk>
0xCDCA	U+866E		# <cjk>
0xCDCB	U+8C56		# <cjk>
0xCDCC	U+8FD2		# <cjk>
0xCDCD	U+8FCB		# <cjk>
0xCDCE	U+8FD3		# <cjk>
0xCDCF	U+8FCD		# <cjk>
0xCDD0	U+8FD6		# <cjk>
0xCDD1	U+8FD5		# <cjk>
0xCDD2	U+8FD7		# <cjk>
0xCDD3	U+90B2		# <cjk>
0xCDD4	U+90B4		# <cjk>
0xCDD5	U+90AF		# <cjk>
0xCDD6	U+90B3		# <cjk>
0xCDD7	U+90B0		# <cjk>
0xCDD8	U+9639		# <cjk>
0xCDD9	U+963D		# <cjk>
0xCDDA	U+963C		# <cjk>
0xCDDB	U+963A		# <cjk>
0xCDDC	U+9643		# <cjk>
0xCDDD	U+4FCD		# <cjk>
0xCDDE	U+4FC5		# <cjk>
0xCDDF	U+4FD3		# <cjk>
0xCDE0	U+4FB2		# <cjk>
0xCDE1	U+4FC9		# <cjk>
0xCDE2	U+4FCB		# <cjk>
0xCDE3	U+4FC1		# <cjk>
0xCDE4	U+4FD4		# <cjk>
0xCDE5	U+4FDC		# <cjk>
0xCDE6	U+4FD9		# <cjk>
0xCDE7	U+4FBB		# <cjk>
0xCDE8	U+4FB3		# <cjk>
0xCDE9	U+4FDB		# <cjk>
0xCDEA	U+4FC7		# <cjk>
0xCDEB	U+4FD6		# <cjk>
0xCDEC	U+4FBA		# <cjk>
0xCDED	U+4FC0		# <cjk>
0xCDEE	U+4FB9		# <cjk>
0xCDEF	U+4FEC		# <cjk>
0xCDF0	U+5244		# <cjk>
0xCDF1	U+5249		# <cjk>
0xCDF2	U+52C0		# <cjk>
0xCDF3	U+52C2		# <cjk>
0xCDF4	U+533D		# <cjk>
0xCDF5	U+537C		# <cjk>
0xCDF6	U+5397		# <cjk>
0xCDF7	U+5396		# <cjk>
0xCDF8	U+5399		# <cjk>
0xCDF9	U+5398		# <cjk>
0xCDFA	U+54BA		# <cjk>
0xCDFB	U+54A1		# <cjk>
0xCDFC	U+54AD		# <cjk>
0xCDFD	U+54A5		# <cjk>
0xCDFE	U+54CF		# <cjk>
0xCE40	U+54C3		# <cjk>
0xCE41	U+830D		# <cjk>
0xCE42	U+54B7		# <cjk>
0xCE43	U+54AE		# <cjk>
0xCE44	U+54D6		# <cjk>
0xCE45	U+54B6		# <cjk>
0xCE46	U+54C5		# <cjk>
0xCE47	U+54C6		# <cjk>
0xCE48	U+54A0		# <cjk>
0xCE49	U+5470		# <cjk>
0xCE4A	U+54BC		# <cjk>
0xCE4B	U+54A2		# <cjk>
0xCE4C	U+54BE		# <cjk>
0xCE4D	U+5472		# <cjk>
0xCE4E	U+54DE		# <cjk>
0xCE4F	U+54B0		# <cjk>
0xCE50	U+57B5		# <cjk>
0xCE51	U+579E		# <cjk>
0xCE52	U+579F		# <cjk>
0xCE53	U+57A4		# <cjk>
0xCE54	U+578C		# <cjk>
0xCE55	U+5797		# <cjk>
0xCE56	U+579D		# <cjk>
0xCE57	U+579B		# <cjk>
0xCE58	U+5794		# <cjk>
0xCE59	U+5798		# <cjk>
0xCE5A	U+578F		# <cjk>
0xCE5B	U+5799		# <cjk>
0xCE5C	U+57A5		# <cjk>
0xCE5D	U+579A		# <cjk>
0xCE5E	U+5795		# <cjk>
0xCE5F	U+58F4		# <cjk>
0xCE60	U+590D		# <cjk>
0xCE61	U+5953		# <cjk>
0xCE62	U+59E1		# <cjk>
0xCE63	U+59DE		# <cjk>
0xCE64	U+59EE		# <cjk>
0xCE65	U+5A00		# <cjk>
0xCE66	U+59F1		# <cjk>
0xCE67	U+59DD		# <cjk>
0xCE68	U+59FA		# <cjk>
0xCE69	U+59FD		# <cjk>
0xCE6A	U+59FC		# <cjk>
0xCE6B	U+59F6		# <cjk>
0xCE6C	U+59E4		# <cjk>
0xCE6D	U+59F2		# <cjk>
0xCE6E	U+59F7		# <cjk>
0xCE6F	U+59DB		# <cjk>
0xCE70	U+59E9		# <cjk>
0xCE71	U+59F3		# <cjk>
0xCE72	U+59F5		# <cjk>
0xCE73	U+59E0		# <cjk>
0xCE74	U+59FE		# <cjk>
0xCE75	U+59F4		# <cjk>
0xCE76	U+59ED		# <cjk>
0xCE77	U+5BA8		# <cjk>
0xCE78	U+5C4C		# <cjk>
0xCE79	U+5CD0		# <cjk>
0xCE7A	U+5CD8		# <cjk>
0xCE7B	U+5CCC		# <cjk>
0xCE7C	U+5CD7		# <cjk>
0xCE7D	U+5CCB		# <cjk>
0xCE7E	U+5CDB		# <cjk>
0xCEA1	U+5CDE		# <cjk>
0xCEA2	U+5CDA		# <cjk>
0xCEA3	U+5CC9		# <cjk>
0xCEA4	U+5CC7		# <cjk>
0xCEA5	U+5CCA		# <cjk>
0xCEA6	U+5CD6		# <cjk>
0xCEA7	U+5CD3		# <cjk>
0xCEA8	U+5CD4		# <cjk>
0xCEA9	U+5CCF		# <cjk>
0xCEAA	U+5CC8		# <cjk>
0xCEAB	U+5CC6		# <cjk>
0xCEAC	U+5CCE		# <cjk>
0xCEAD	U+5CDF		# <cjk>
0xCEAE	U+5CF8		# <cjk>
0xCEAF	U+5DF9		# <cjk>
0xCEB0	U+5E21		# <cjk>
0xCEB1	U+5E22		# <cjk>
